Clock,Number of Servers,Number of Servers in Use,Number of Requests
9420,17,17,321
9421,17,17,321
9422,17,17,323
9423,17,17,322
9424,17,17,322
9425,17,17,322
9426,17,17,322
9427,17,17,323
9428,17,17,322
9429,17,17,322
9430,17,17,322
9431,17,17,322
9432,17,17,320
9433,17,17,320
9434,17,17,320
9435,17,17,319
9436,17,17,319
9437,17,17,319
9438,17,17,319
9439,17,17,318
9440,17,17,317
9441,17,17,317
9442,17,17,317
9443,17,17,315
9444,17,17,316
9445,17,17,318
9446,17,17,320
9447,17,17,319
9448,17,17,318
9449,17,17,318
9450,17,17,318
9451,17,17,318
9452,17,17,318
9453,17,17,318
9454,17,17,317
9455,17,17,317
9456,17,17,318
9457,17,17,318
9458,17,17,318
9459,17,17,317
9460,17,17,317
9461,17,17,316
9462,17,17,317
9463,17,17,318
9464,17,17,318
9465,17,17,319
9466,17,17,318
9467,17,17,318
9468,17,17,318
9469,17,17,318
9470,17,17,318
9471,17,17,318
9472,17,17,320
9473,17,17,319
9474,17,17,317
9475,17,17,316
9476,17,17,317
9477,17,17,317
9478,17,17,317
9479,17,17,317
9480,17,17,317
9481,17,17,317
9482,17,17,317
9483,17,17,316
9484,17,17,315
9485,17,17,315
9486,17,17,313
9487,17,17,312
9488,17,17,312
9489,17,17,311
9490,17,17,311
9491,17,17,311
9492,17,17,311
9493,17,17,312
9494,17,17,312
9495,17,17,312
9496,17,17,312
9497,17,17,311
9498,17,17,311
9499,17,17,311
9500,17,17,310
9501,17,17,310
9502,17,17,310
9503,17,17,309
9504,17,17,308
9505,17,17,308
9506,17,17,308
9507,17,17,308
9508,17,17,308
9509,17,17,307
9510,17,17,307
9511,17,17,307
9512,17,17,307
9513,17,17,307
9514,17,17,307
9515,17,17,307
9516,17,17,307
9517,17,17,307
9518,17,17,305
9519,17,17,304
9520,17,17,302
9521,17,17,303
9522,17,17,302
9523,17,17,302
9524,17,17,303
9525,17,17,302
9526,17,17,303
9527,17,17,304
9528,17,17,305
9529,17,17,308
9530,17,17,307
9531,17,17,307
9532,17,17,307
9533,17,17,306
9534,17,17,305
9535,17,17,305
9536,17,17,305
9537,17,17,305
9538,17,17,306
9539,17,17,306
9540,17,17,306
9541,17,17,306
9542,17,17,307
9543,17,17,307
9544,17,17,307
9545,17,17,307
9546,17,17,307
9547,17,17,307
9548,17,17,308
9549,17,17,308
9550,17,17,307
9551,17,17,307
9552,17,17,307
9553,17,17,307
9554,17,17,307
9555,17,17,306
9556,17,17,306
9557,17,17,306
9558,17,17,306
9559,17,17,307
9560,17,17,307
9561,17,17,305
9562,17,17,305
9563,17,17,303
9564,17,17,303
9565,17,17,303
9566,17,17,300
9567,17,17,298
9568,17,17,299
9569,17,17,299
9570,17,17,299
9571,17,17,300
9572,17,17,300
9573,17,17,302
9574,17,17,302
9575,17,17,301
9576,17,17,301
9577,17,17,301
9578,17,17,301
9579,17,17,302
9580,17,17,301
9581,17,17,301
9582,17,17,300
9583,17,17,300
9584,17,17,300
9585,17,17,300
9586,17,17,300
9587,17,17,300
9588,17,17,300
9589,17,17,300
9590,17,17,299
9591,17,17,299
9592,17,17,299
9593,17,17,299
9594,17,17,299
9595,17,17,299
9596,17,17,298
9597,17,17,297
9598,17,17,296
9599,17,17,296
9600,17,17,295
9601,17,17,295
9602,17,17,295
9603,17,17,295
9604,17,17,295
9605,17,17,295
9606,17,17,297
9607,17,17,296
9608,17,17,296
9609,17,17,296
9610,17,17,296
9611,17,17,296
9612,17,17,296
9613,17,17,297
9614,17,17,297
9615,17,17,297
9616,17,17,299
9617,17,17,299
9618,17,17,299
9619,17,17,299
9620,17,17,300
9621,17,17,299
9622,17,17,299
9623,17,17,299
9624,17,17,299
9625,17,17,298
9626,17,17,298
9627,17,17,298
9628,17,17,298
9629,17,17,298
9630,17,17,299
9631,17,17,299
9632,17,17,300
9633,17,17,299
9634,17,17,299
9635,17,17,297
9636,17,17,298
9637,17,17,298
9638,17,17,297
9639,17,17,297
9640,17,17,297
9641,17,17,296
9642,17,17,296
9643,17,17,297
9644,17,17,297
9645,17,17,297
9646,17,17,295
9647,17,17,294
9648,17,17,294
9649,17,17,294
9650,17,17,293
9651,17,17,293
9652,17,17,294
9653,17,17,293
9654,17,17,292
9655,17,17,292
9656,17,17,292
9657,17,17,292
9658,17,17,292
9659,17,17,293
9660,17,17,293
9661,17,17,293
9662,17,17,293
9663,17,17,294
9664,17,17,293
9665,17,17,292
9666,17,17,292
9667,17,17,293
9668,17,17,293
9669,17,17,292
9670,17,17,292
9671,17,17,292
9672,17,17,292
9673,17,17,294
9674,17,17,294
9675,17,17,293
9676,17,17,293
9677,17,17,293
9678,17,17,293
9679,17,17,293
9680,17,17,292
9681,17,17,292
9682,17,17,292
9683,17,17,292
9684,17,17,292
9685,17,17,291
9686,17,17,290
9687,17,17,290
9688,17,17,290
9689,17,17,290
9690,17,17,290
9691,17,17,291
9692,17,17,291
9693,17,17,291
9694,17,17,291
9695,17,17,290
9696,17,17,291
9697,17,17,289
9698,17,17,288
9699,17,17,288
9700,17,17,288
9701,17,17,287
9702,17,17,288
9703,17,17,288
9704,17,17,288
9705,17,17,286
9706,17,17,286
9707,17,17,285
9708,17,17,286
9709,17,17,288
9710,17,17,289
9711,17,17,288
9712,17,17,287
9713,17,17,287
9714,17,17,286
9715,17,17,286
9716,17,17,286
9717,17,17,286
9718,17,17,287
9719,17,17,287
9720,17,17,287
9721,17,17,287
9722,17,17,287
9723,17,17,287
9724,17,17,287
9725,17,17,287
9726,17,17,287
9727,17,17,285
9728,17,17,285
9729,17,17,286
9730,17,17,285
9731,17,17,285
9732,17,17,284
9733,17,17,282
9734,17,17,282
9735,17,17,282
9736,17,17,282
9737,17,17,281
9738,17,17,282
9739,17,17,282
9740,17,17,282
9741,17,17,282
9742,17,17,282
9743,17,17,281
9744,17,17,281
9745,17,17,282
9746,17,17,282
9747,17,17,282
9748,17,17,282
9749,17,17,282
9750,17,17,283
9751,17,17,283
9752,17,17,280
9753,17,17,280
9754,17,17,280
9755,17,17,279
9756,17,17,279
9757,17,17,279
9758,17,17,280
9759,17,17,280
9760,17,17,279
9761,17,17,277
9762,17,17,277
9763,17,17,278
9764,17,17,278
9765,17,17,278
9766,17,17,278
9767,17,17,278
9768,17,17,277
9769,17,17,277
9770,17,17,278
9771,17,17,278
9772,17,17,278
9773,17,17,278
9774,17,17,278
9775,17,17,278
9776,17,17,278
9777,17,17,278
9778,17,17,277
9779,17,17,276
9780,17,17,276
9781,17,17,277
9782,17,17,278
9783,17,17,278
9784,17,17,278
9785,17,17,279
9786,17,17,278
9787,17,17,278
9788,17,17,278
9789,17,17,276
9790,17,17,277
9791,17,17,277
9792,17,17,277
9793,17,17,277
9794,17,17,278
9795,17,17,278
9796,17,17,278
9797,17,17,278
9798,17,17,279
9799,17,17,279
9800,17,17,279
9801,17,17,278
9802,17,17,278
9803,17,17,278
9804,17,17,278
9805,17,17,277
9806,17,17,276
9807,17,17,276
9808,17,17,276
9809,17,17,275
9810,17,17,275
9811,17,17,275
9812,17,17,275
9813,17,17,274
9814,17,17,274
9815,17,17,274
9816,17,17,273
9817,17,17,273
9818,17,17,274
9819,17,17,276
9820,17,17,274
9821,17,17,273
9822,17,17,273
9823,17,17,273
9824,17,17,273
9825,17,17,273
9826,17,17,273
9827,17,17,273
9828,17,17,272
9829,17,17,272
9830,17,17,271
9831,17,17,272
9832,17,17,273
9833,17,17,273
9834,17,17,275
9835,17,17,275
9836,17,17,275
9837,17,17,275
9838,17,17,275
9839,17,17,275
9840,17,17,276
9841,17,17,275
9842,17,17,275
9843,17,17,275
9844,17,17,273
9845,17,17,273
9846,17,17,273
9847,17,17,273
9848,17,17,274
9849,17,17,276
9850,17,17,276
9851,17,17,276
9852,17,17,276
9853,17,17,276
9854,17,17,276
9855,17,17,277
9856,17,17,276
9857,17,17,275
9858,17,17,275
9859,17,17,275
9860,17,17,274
9861,17,17,274
9862,17,17,275
9863,17,17,273
9864,17,17,273
9865,17,17,273
9866,17,17,274
9867,17,17,274
9868,17,17,273
9869,17,17,272
9870,17,17,272
9871,17,17,272
9872,17,17,272
9873,17,17,272
9874,17,17,273
9875,17,17,273
9876,17,17,274
9877,17,17,274
9878,17,17,273
9879,17,17,273
9880,17,17,272
9881,17,17,273
9882,17,17,273
9883,17,17,273
9884,17,17,272
9885,17,17,273
9886,17,17,273
9887,17,17,273
9888,17,17,273
9889,17,17,272
9890,17,17,272
9891,17,17,271
9892,17,17,272
9893,17,17,272
9894,17,17,272
9895,17,17,272
9896,17,17,272
9897,17,17,271
9898,17,17,271
9899,17,17,271
9900,17,17,271
9901,17,17,270
9902,17,17,270
9903,17,17,269
9904,17,17,269
9905,17,17,269
9906,17,17,270
9907,17,17,270
9908,17,17,269
9909,17,17,270
9910,17,17,270
9911,17,17,270
9912,17,17,270
9913,17,17,270
9914,17,17,268
9915,17,17,269
9916,17,17,269
9917,17,17,268
9918,17,17,268
9919,17,17,268
9920,17,17,267
9921,17,17,267
9922,17,17,268
9923,17,17,271
9924,17,17,271
9925,17,17,272
9926,17,17,271
9927,17,17,270
9928,17,17,269
9929,17,17,269
9930,17,17,269
9931,17,17,268
9932,17,17,268
9933,17,17,268
9934,17,17,268
9935,17,17,268
9936,17,17,268
9937,17,17,269
9938,17,17,269
9939,17,17,269
9940,17,17,270
9941,17,17,270
9942,17,17,271
9943,17,17,269
9944,17,17,269
9945,17,17,269
9946,17,17,270
9947,17,17,270
9948,17,17,270
9949,17,17,270
9950,17,17,270
9951,17,17,271
9952,17,17,273
9953,17,17,272
9954,17,17,272
9955,17,17,272
9956,17,17,272
9957,17,17,272
9958,17,17,271
9959,17,17,271
9960,17,17,272
9961,17,17,272
9962,17,17,272
9963,17,17,272
9964,17,17,272
9965,17,17,272
9966,17,17,272
9967,17,17,272
9968,17,17,272
9969,17,17,273
9970,17,17,272
9971,17,17,273
9972,17,17,274
9973,17,17,275
9974,17,17,275
9975,17,17,275
9976,17,17,275
9977,17,17,275
9978,17,17,275
9979,17,17,275
9980,17,17,275
9981,17,17,273
9982,17,17,273
9983,17,17,273
9984,17,17,273
9985,17,17,273
9986,17,17,273
9987,17,17,273
9988,17,17,273
9989,17,17,275
9990,17,17,275
9991,17,17,275
9992,17,17,277
9993,17,17,277
9994,17,17,276
9995,17,17,275
9996,17,17,275
9997,17,17,275
9998,17,17,274
9999,17,17,274
10000,17,17,274
